"entrez","genes","chr","start","end","strand"
"67039","Rbm25","chr12",84970186,84972185,"+"
"67040","Ddx17","chr15",79363348,79365347,"-"
"67041","Oxct1","chr15",3974428,3976427,"+"
"67042","Ift27","chr15",78004539,78006538,"-"
"67043","Syap1","chrX",159326395,159328394,"-"
"67044","Higd2a","chr13",54689592,54691591,"+"
"67045","Riok2","chr17",17509296,17511295,"+"
"67046","Tbc1d7","chr13",43266729,43268728,"-"
"670464","Gm11596","chr11",99654607,99656606,"-"
"670472","Gm11569","chr11",99665765,99667764,"-"
"67048","Vma21","chrX",69060118,69062117,"+"
"670482","Gm11554","chr11",99671211,99673210,"-"
"67049","Pus3","chr9",35364180,35366179,"+"
"670496","Gm11564","chr11",99676981,99678980,"-"
"67050","Nkap","chrX",34664758,34666757,"+"
"67052","Ndc80","chr17",71876198,71878197,"-"
"67053","Rpp14","chr14",8910827,8912826,"+"
"670533","Gm11567","chr11",99738501,99740500,"+"
"67054","Paics","chr5",77378385,77380384,"+"
"670550","Gm11565","chr11",99774065,99776064,"+"
"67057","Yaf2","chr15",93166912,93168911,"-"
"67059","Ola1","chr2",73052505,73054504,"-"
"67062","Slc25a53","chrX",133527572,133529571,"-"
"67063","Tmem246","chr4",49610743,49612742,"-"
"67064","Chmp1b","chr18",67363013,67365012,"+"
"67065","Polr3d","chr14",70843035,70845034,"-"
"67067","Romo1","chr2",155967889,155969888,"+"
"67068","Dynlrb1","chr2",155060269,155062268,"+"
"67070","Lsm14a","chr7",35136537,35138536,"-"
"67071","Rps6ka6","chrX",108530850,108532849,"-"
"67072","Cdc37l1","chr19",29062984,29064983,"+"
"67073","Pi4k2b","chr5",53130813,53132812,"+"
"67074","Mon2","chr10",122513562,122515561,"-"
"67075","Magt1","chrX",103207239,103209238,"-"
"670764","Vmn1r124","chr7",22045637,22047636,"-"
"67077","Tex40","chr19",6999843,7001842,"-"
"670775","Gm11468","chr2",166097408,166099407,"+"
"67078","Pgp","chr17",24605418,24607417,"+"
"67080","1700019D03Rik","chr1",52982162,52984161,"-"
"67082","1700011H14Rik","chr14",49865104,49867103,"-"
"670833","Gm11213","chr4",63261799,63263798,"-"
"67084","Ceacam14","chr7",18396031,18398030,"+"
"67085","1700024G13Rik","chr14",33201560,33203559,"-"
"670857","Vmn1r159","chr7",23628625,23630624,"-"
"67086","1700020N18Rik","chr1",93302607,93304606,"-"
"67087","Ctnnbip1","chr4",148890350,148892349,"+"
"67088","Cand2","chr6",115722575,115724574,"+"
"67089","Psmc6","chr14",45947499,45949498,"+"
"67091","Trappc6a","chr7",20092078,20094077,"+"
"67092","Gatm","chr2",122437014,122439013,"-"
"670940","Vmn2r70","chr7",92717599,92719598,"-"
"67095","Trak1","chr9",121204652,121206651,"+"
"67096","Mmachc","chr4",116380991,116382990,"-"
"67097","Rps10","chr17",27772188,27774187,"-"
"67099","Mettl21a","chr1",64663743,64665742,"-"
"671003","Gm9513","chr9",36281223,36283222,"+"
"67101","2310039H08Rik","chr17",46907584,46909583,"+"
"67102","D16Ertd472e","chr16",78576893,78578892,"-"
"67103","Ptgr1","chr4",58999951,59001950,"-"
"67105","Timm21","chr18",85120917,85122916,"-"
"67106","Zbtb8os","chr4",129011270,129013269,"+"
"67109","Zfp787","chr7",6107574,6109573,"-"
"67111","Naaa","chr5",92691809,92693808,"-"
"67112","Fgf22","chr10",79215864,79217863,"+"
"67115","Rpl14","chr9",120478634,120480633,"+"
"67116","Cuedc2","chr19",46413151,46415150,"-"
"67117","Dynlt3","chrX",9240110,9242109,"-"
"67118","Bfar","chr16",13669951,13671950,"+"
"67119","Ccdc159","chr9",21729915,21731914,"+"
"67120","Ttc14","chr3",33697113,33699112,"+"
"67121","Mastl","chr2",23011545,23013544,"-"
"67122","Nrarp","chr2",25034278,25036277,"+"
"67123","Ubap1","chr4",41294029,41296028,"+"
"671232","Topaz1","chr9",122654464,122656463,"+"
"67125","Tspan31","chr10",126507318,126509317,"-"
"67126","Atp5e","chr2",174289603,174291602,"-"
"67127","Lce1a1","chr3",92452230,92454229,"-"
"67128","Ube2g1","chr11",72418763,72420762,"+"
"67130","Ndufa6","chr15",82184722,82186721,"-"
"67131","Acbd4","chr11",102961002,102963001,"+"
"67133","Gp2","chr7",126602785,126604784,"-"
"67134","Nop56","chr2",130098148,130100147,"+"
"67135","Bpifa5","chr2",153986343,153988342,"+"
"67136","Kbtbd4","chr2",90742941,90744940,"+"
"67138","Herc6","chr6",57433115,57435114,"+"
"67139","Mis12","chr11",70831113,70833112,"+"
"67141","Fbxo5","chr10",4539076,4541075,"+"
"67143","Ikzf5","chr7",138553993,138555992,"-"
"67144","Lrrc40","chr3",157697667,157699666,"+"
"67145","Tomm34","chr2",163896839,163898838,"-"
"67148","Fam103a1","chr7",88905839,88907838,"+"
"67149","Nkain1","chr4",130123705,130125704,"+"
"67150","Rnf141","chr7",117981044,117983043,"-"
"67151","Psmd9","chr5",123676199,123678198,"+"
"67153","Rnaseh2b","chr14",62948942,62950941,"+"
"671535","Parp10","chr15",76064303,76066302,"-"
"67154","Mtdh","chr15",34010474,34012473,"+"
"67155","Smarca2","chr19",26677650,26679649,"+"
"67157","2610301B20Rik","chr4",10799645,10801644,"+"
"67158","Sft2d3","chr18",32071558,32073557,"-"
"67160","Eef1g","chr19",9039531,9041530,"+"
"67161","Sclt1","chr3",41546437,41548436,"-"
"67163","Ccdc47","chr11",106077682,106079681,"-"
"67164","Lipt2","chr7",107305787,107307786,"+"
"67166","Arl8b","chr6",108731053,108733052,"+"
"67168","Lpar6","chr14",73635698,73637697,"+"
"67169","Nradd","chr9",110526898,110528897,"-"
"67170","2610306M01Rik","chr6",86799435,86801434,"-"
"67171","Dram2","chr3",106348745,106350744,"+"
"67177","Cdt1","chr8",125089915,125091914,"+"
"67178","Zmat5","chr11",4602674,4604673,"+"
"67179","Ccdc25","chr14",66454139,66456138,"+"
"67180","Yipf5","chr18",40379054,40381053,"-"
"67181","Ctdnep1","chr11",69792670,69794669,"+"
"67182","Pdzk1ip1","chr4",114759313,114761312,"+"
"67184","Ndufa13","chr8",72426458,72428457,"-"
"67186","Rplp2","chr7",148631549,148633548,"+"
"67187","Zmynd19","chr2",24803322,24805321,"+"
"67188","2700046G09Rik","chr19",32461706,32463705,"+"
"67196","Ube2t","chr1",136857154,136859153,"+"
"67197","Zcrb1","chr15",93228722,93230721,"-"
"67198","Spats2l","chr1",57829705,57831704,"+"
"67199","Pfdn1","chr18",36614150,36616149,"-"
"67200","Ccdc77","chr6",120307379,120309378,"-"
"67201","Glod4","chr11",76057202,76059201,"-"
"67203","Nde1","chr16",14161368,14163367,"+"
"67204","Eif2s2","chr2",154718643,154720642,"-"
"67205","Utp11l","chr4",124370799,124372798,"-"
"67207","Lsm1","chr8",26894063,26896062,"+"
"67210","Gatad1","chr5",3641540,3643539,"-"
"67211","Armc10","chr5",21149802,21151801,"+"
"67212","Mrpl55","chr11",59014019,59016018,"+"
"67213","Cmtm6","chr9",114638321,114640320,"+"
"67216","Mboat2","chr12",25514464,25516463,"+"
"67217","L3hypdh","chr12",73186301,73188300,"-"
"67219","Med18","chr4",132019837,132021836,"-"
"67220","Plekho1","chr3",95799763,95801762,"-"
"672214","Gm10136","chr19",29078366,29080365,"-"
"67222","Srfbp1","chr18",52623347,52625346,"+"
"67223","Rrp15","chr1",188573238,188575237,"-"
"67224","Med29","chr7",29177710,29179709,"-"
"67225","Rnpc3","chr3",113309618,113311617,"-"
"67226","Tmem19","chr10",114799288,114801287,"-"
"67228","Dph7","chr2",24815942,24817941,"+"
"67229","Prpf18","chr2",4573133,4575132,"-"
"67230","Zfp329","chr7",13404210,13406209,"-"
"67231","Tbc1d20","chr2",152117608,152119607,"+"
"67235","Zkscan14","chr5",145962752,145964751,"-"
"67236","Cinp","chr12",112127356,112129355,"-"
"67238","Fam220a","chr5",144307574,144309573,"+"
"67239","Rpf2","chr10",39966786,39968785,"-"
"67241","Smc6","chr12",11270692,11272691,"+"
"67242","Gemin6","chr17",80621829,80623828,"+"
"67245","Peli1","chr11",20989327,20991326,"+"
"67246","2810474O19Rik","chr6",149255936,149257935,"+"
"67247","Marc2","chr1",186669727,186671726,"-"
"67248","Rpl39","chrX",34625180,34627179,"-"
"67249","Tbc1d19","chr5",54198866,54200865,"+"
"67252","Cap2","chr13",46595272,46597271,"+"
"67254","2900011O08Rik","chr16",13984730,13986729,"+"
"67255","Zfp422","chr6",116578720,116580719,"-"
"67260","Cers4","chr8",4491405,4493404,"+"
"67261","2900005J15Rik","chr5",24604793,24606792,"+"
"67263","Zswim6","chr13",108524108,108526107,"-"
"67264","Ndufb8","chr19",44629906,44631905,"-"
"67266","Fam69a","chr5",108416097,108418096,"-"
"67267","Uqcc2","chr17",27270837,27272836,"-"
"67268","Myl12a","chr17",71351874,71353873,"-"
"67269","Agtpbp1","chr13",59658284,59660283,"-"
"67270","Mrpl42","chr10",94964562,94966561,"-"
"67272","Cmtm5","chr14",55553307,55555306,"+"
"67273","Ndufa10","chr1",94370336,94372335,"-"
"67276","Eri1","chr8",36558588,36560587,"-"
"67278","Pagr1a","chr7",134160867,134162866,"-"
"67279","Med31","chr11",72029095,72031094,"-"
"67281","Rpl37","chr15",5064613,5066612,"+"
"67282","Ccdc53","chr10",87661842,87663841,"+"
"67283","Slc25a19","chr11",115489454,115491453,"-"
"67285","Cwc27","chr13",105607034,105609033,"-"
"67286","Ift22","chr5",137382020,137384019,"+"
"67287","Parp6","chr9",59463091,59465090,"+"
"67288","Srek1ip1","chr13",105605319,105607318,"+"
"67289","3110021A11Rik","chr6",119796211,119798210,"+"
"67290","3110040N11Rik","chr7",88934340,88936339,"-"
"67291","Ccdc137","chr11",120317443,120319442,"+"
"67292","Pigc","chr1",163897319,163899318,"+"
"67293","3110039M20Rik","chr12",50489646,50491645,"+"
"67295","Rab3c","chr13",111070415,111072414,"-"
"67296","Socs4","chr14",47894818,47896817,"+"
"67298","Gprasp1","chrX",132275231,132277230,"+"
"67299","Dock7","chr4",98676031,98678030,"-"
"67300","Cltc","chr11",86543887,86545886,"-"
"67302","Zc3h13","chr14",75682180,75684179,"+"
"67304","3110070M22Rik","chr13",120277192,120279191,"-"
"67305","Gpx7","chr4",108079319,108081318,"-"
"67306","Zc2hc1a","chr3",7501426,7503425,"+"
"67307","Pbld2","chr10",62485260,62487259,"+"
"67308","Mrpl46","chr7",85927976,85929975,"-"
"67310","Prl8a9","chr13",27656474,27658473,"-"
"67311","Nanp","chr2",150865116,150867115,"-"
"67313","5730559C18Rik","chr1",138130842,138132841,"-"
"67315","Ceacam12","chr7",18649278,18651277,"+"
"67317","1700022I11Rik","chr4",42980818,42982817,"+"
"67319","1700041C23Rik","chr9",57021082,57023081,"+"
"67320","Iqcf4","chr9",106473299,106475298,"-"
"67321","1700044K03Rik","chr18",49680943,49682942,"+"
"67323","1700042G07Rik","chr4",115843977,115845976,"+"
"67326","1700037H04Rik","chr2",130985757,130987756,"-"
"67328","Lyzl1","chr18",4163830,4165829,"+"
"67329","1700018L02Rik","chr19",29119973,29121972,"+"
"67330","1700047M11Rik","chr1",184216246,184218245,"+"
"67331","Atp8b3","chr10",80001870,80003869,"-"
"67332","Snrpd3","chr10",74978787,74980786,"+"
"67333","Stk35","chr2",129624253,129626252,"+"
"67334","Hypm","chrX",9422073,9424072,"+"
"67336","1700054K19Rik","chr6",112158702,112160701,"+"
"67337","Cstf1","chr2",172194197,172196196,"+"
"67338","Rffl","chr11",82642546,82644545,"-"
"67340","1700052I22Rik","chr12",82025435,82027434,"-"
"67341","Ascl4","chr10",85389236,85391235,"+"
"67342","Kcnmb4os1","chr10",115853177,115855176,"+"
"67343","Tex43","chr18",56746002,56748001,"+"
"67344","Tctex1d1","chr4",102656984,102658983,"+"
"67345","Herc4","chr10",62704545,62706544,"+"
"67350","1700084E18Rik","chr2",30093152,30095151,"-"
"67355","1700109G14Rik","chr14",61924172,61926171,"-"
"67356","Tmco5","chr2",116702427,116704426,"+"
"67358","1700093K21Rik","chr11",23419196,23421195,"-"
"67365","Hdhd1a","chr18",50728354,50730353,"-"
"67366","Tmed11","chr5",109224383,109226382,"-"
"67367","Paxbp1","chr16",91044625,91046624,"-"
"67369","Qpctl","chr7",19734546,19736545,"-"
"67370","Zfp606","chr7",13061654,13063653,"+"
"67371","Gtf3c6","chr10",39977467,39979466,"-"
"67373","2210010C04Rik","chr6",40985509,40987508,"-"
"67374","Jam2","chr16",84772368,84774367,"+"
"67375","Qprt","chr7",134265544,134267543,"-"
"67378","Bbs2","chr8",96622712,96624711,"-"
"67379","Dedd2","chr7",26002687,26004686,"-"
"67381","Med4","chr14",73907856,73909855,"+"
"67382","Brd3","chr2",27330919,27332918,"-"
"67383","2410127L17Rik","chr19",18743270,18745269,"+"
"67384","Bag4","chr8",26895682,26897681,"-"
"67387","Unc50","chr1",37485017,37487016,"+"
"67388","1110008F13Rik","chr2",156686858,156688857,"+"
"67389","Fam132a","chr4",155334427,155336426,"+"
"67390","Rnmtl1","chr11",76055238,76057237,"+"
"67391","Fundc2","chrX",72625738,72627737,"+"
"67392","4833420G17Rik","chr13",120249566,120251565,"+"
"67393","Cxxc5","chr18",35987472,35989471,"+"
"67394","4930404I05Rik","chr16",91009494,91011493,"+"
"67395","Ppp1r2-ps9","chrX",14688616,14690615,"-"
"67397","Erp29","chr5",121902484,121904483,"-"
"673977","Vmn1r107","chr7",22294799,22296798,"+"
"67398","Srpr","chr9",35016788,35018787,"+"
"67399","Pdlim7","chr13",55614801,55616800,"-"
"67402","Txndc8","chr4",58021997,58023996,"-"
"67405","Nts","chr10",101953053,101955052,"-"
"67407","Cylc1","chrX",108303757,108305756,"+"
"67410","4930449I24Rik","chr5",147311975,147313974,"+"
"67412","Soga3","chr10",28861802,28863801,"+"
"67414","Mfn1","chr3",32426404,32428403,"+"
"67416","Armcx2","chrX",131343761,131345760,"-"
"67417","Ears2","chr7",129210578,129212577,"-"
"67418","Ppil4","chr10",7510692,7512691,"+"
"67419","3632451O06Rik","chr14",50301900,50303899,"-"
"67420","Far1","chr7",120655376,120657375,"+"
"67422","Dhdds","chr4",133556780,133558779,"-"
"67425","Eps8l1","chr7",4410317,4412316,"+"
"67426","Adck3","chr1",182123617,182125616,"-"
"67427","Rps20","chr4",3762748,3764747,"-"
"67429","Nudcd1","chr15",44259854,44261853,"-"
"67430","4921536K21Rik","chr11",3795130,3797129,"-"
"67432","Hoga1","chr19",42118341,42120340,"+"
"67433","Ccdc127","chr13",74485765,74487764,"+"
"67434","Ankrd33b","chr15",31297515,31299514,"-"
"67437","Ssr3","chr3",65196476,65198475,"-"
"67439","Xab2","chr8",3621297,3623296,"-"
"67440","Mtpap","chr18",4373590,4375589,"+"
"67441","Isoc2b","chr7",4817782,4819781,"-"
"67442","Retsat","chr6",72546622,72548621,"+"
"67443","Map1lc3b","chr8",124112368,124114367,"+"
"67444","Ilkap","chr1",93295361,93297360,"-"
"67445","C1qtnf4","chr2",90723943,90725942,"+"
"67446","Dusp28","chr1",94801566,94803565,"+"
"67448","Plxdc2","chr2",16275949,16277948,"+"
"67451","Pkp2","chr16",16211438,16213437,"+"
"67452","Pnpla8","chr12",45320358,45322357,"+"
"67453","Slc25a46","chr18",31769557,31771556,"-"
"67454","Ikbip","chr10",90543784,90545783,"+"
"67455","Klhl13","chrX",22862555,22864554,"-"
"67456","Ergic2","chr6",148160897,148162896,"-"
"67457","Frmd8","chr19",5875209,5877208,"-"
"67458","Ergic1","chr17",26696457,26698456,"+"
"67459","Nvl","chr1",183074289,183076288,"-"
"67460","Decr1","chr4",15872655,15874654,"-"
"67463","Poc5","chr13",97156249,97158248,"+"
"67464","Entpd4","chr14",69953208,69955207,"+"
"67465","Sf3a1","chr11",4058357,4060356,"+"
"67466","Pdcl","chr2",37214853,37216852,"-"
"67467","Gpalpp1","chr14",76510623,76512622,"-"
"67468","Mmd","chr11",90046997,90048996,"+"
"67469","Abhd5","chr9",122258734,122260733,"+"
"67470","Abcg8","chr17",85073642,85075641,"+"
"67471","Gpatch1","chr7",36103460,36105459,"-"
"67472","Mtfr1","chr3",19085329,19087328,"+"
"67473","Slc47a1","chr11",61191578,61193577,"-"
"67474","Snap29","chr16",17404093,17406092,"+"
"67475","Ero1lb","chr13",12656150,12658149,"+"
"67477","Abhd15","chr11",77326619,77328618,"+"
"67480","Cwc25","chr11",97627928,97629927,"-"
"67483","1700028P14Rik","chr19",23727303,23729302,"-"
"67484","Eepd1","chr9",25287182,25289181,"+"
"67486","Polr3g","chr13",81826285,81828284,"-"
"67487","Dhx40","chr11",86621163,86623162,"-"
"67488","Calcoco1","chr15",102552610,102554609,"-"
"67489","Ap4b1","chr3",103611440,103613439,"+"
"67490","Ufl1","chr4",25208969,25210968,"-"
"67492","Zfand4","chr6",116212253,116214252,"+"
"67493","Mettl16","chr11",74582365,74584364,"+"
"67495","Tmem167b","chr3",108365096,108367095,"-"
"67498","Kcnv1","chr15",44946481,44948480,"-"
"67500","Ccar1","chr10",62255117,62257116,"-"
"67501","Ccdc50","chr16",27387063,27389062,"+"
"67503","1700001G17Rik","chr1",33724669,33726668,"+"
"67504","Rnf151","chr17",24855003,24857002,"-"
"67505","Prl7c1","chr13",27872674,27874673,"-"
"67507","1700019N19Rik","chr19",58868905,58870904,"-"
"67509","Saysd1","chr14",20902395,20904394,"-"
"67510","Tvp23b","chr11",62690992,62692991,"+"
"67511","Tmed9","chr13",55692313,55694312,"+"
"67512","Agpat2","chr2",26459731,26461730,"-"
"67513","2610002J02Rik","chr4",154622075,154624074,"+"
"67515","Ttc33","chr15",5133525,5135524,"+"
"67516","Kctd4","chr14",76352810,76354809,"+"
"67525","Trim62","chr4",128559384,128561383,"+"
"67526","Atg12","chr18",46901234,46903233,"-"
"67528","Nudt7","chr8",116655479,116657478,"+"
"67529","Fgfr1op2","chr6",146524433,146526432,"+"
"67530","Uqcrb","chr13",67006287,67008286,"-"
"67531","5730408K05Rik","chr19",8963635,8965634,"-"
"67532","Mfap1a","chr2",121332393,121334392,"-"
"675325","2410017I17Rik","chr17",36279963,36281962,"+"
"67533","Ppfibp1","chr6",146835016,146837015,"+"
"67534","Ttll4","chr1",74706328,74708327,"+"
"67537","Glipr1l2","chr10",111518410,111520409,"+"
"67538","Zswim3","chr2",164628614,164630613,"+"
"67542","Cog6","chr3",52798232,52800231,"-"
"67543","Pabpc6","chr17",9862570,9864569,"-"
"67544","Fam120b","chr17",15531166,15533165,"+"
"67547","Slc39a8","chr3",135486455,135488454,"+"
"67549","Gpr89","chr3",96696891,96698890,"-"
"67552","H2afy3","chr15",62051007,62053006,"-"
"67553","Gstcd","chr3",132754705,132756704,"-"
"67554","Slc25a30","chr14",76186845,76188844,"-"
"67555","Mgat4d","chr8",85870371,85872370,"+"
"67556","Pigm","chr1",174304662,174306661,"+"
"67557","Larp6","chr9",60558928,60560927,"+"
"67561","Wdr48","chr9",119802013,119804012,"+"
"67563","Narfl","chr17",25908721,25910720,"+"
"67564","Tmem35","chrX",130827764,130829763,"+"
"67568","Mrfap1","chr5",37187994,37189993,"-"
"675689","Gm12171","chr11",46359915,46361914,"+"
"67569","Mgat4c","chr10",101619492,101621491,"+"
"67573","Loxl4","chr19",42687297,42689296,"-"
"67574","Alg13","chrX",140750509,140752508,"+"
"67575","4930430A15Rik","chr2",111069758,111071757,"-"
"67576","4930429B21Rik","chr3",32262411,32264410,"+"
"67578","Patl2","chr2",122011926,122013925,"-"
"67579","Cpeb4","chr11",31768879,31770878,"+"
"67580","Lrrc18","chr14",33802568,33804567,"+"
"67581","Tbc1d23","chr16",57231580,57233579,"-"
"675812","Zfp605","chr5",110537111,110539110,"+"
"67582","Slc25a26","chr6",94448308,94450307,"+"
"67583","4930442L01Rik","chr3",96635994,96637993,"-"
"67586","Ubxn11","chr4",133656514,133658513,"+"
"67588","Rnf41","chr10",127846672,127848671,"+"
"67590","Tctn3","chr19",40686706,40688705,"-"
"67591","Ubl4b","chr3",107357992,107359991,"-"
"67592","4930524B15Rik","chr11",31863633,31865632,"+"
"675921","Tnk2os","chr16",32668284,32670283,"-"
"67593","4930519G04Rik","chr5",115301723,115303722,"+"
"67596","Tespa1","chr10",129757908,129759907,"+"
"675969","Vmn2r76","chr7",93394712,93396711,"-"
"67602","Necap1","chr6",122822575,122824574,"+"
"67603","Dusp6","chr10",98723865,98725864,"+"
"67604","Get4","chr5",139726278,139728277,"+"
"67605","Akt1s1","chr7",52102597,52104596,"+"
"67606","Fibin","chr2",110203151,110205150,"-"
"67607","Zfp788","chr7",48886901,48888900,"+"
"67608","Narf","chr11",121096550,121098549,"+"
"67609","4930453N24Rik","chr16",64770766,64772765,"-"
"67610","Rspry1","chr8",97123841,97125840,"+"
"67615","Ube2r2","chr4",41081054,41083053,"+"
"67618","Aasdhppt","chr9",4309470,4311469,"-"
"67619","Nob1","chr8",109948939,109950938,"-"
"67620","Lrp2bp","chr8",47082662,47084661,"+"
"67621","Bend5","chr4",111085611,111087610,"+"
"67622","Mxra7","chr11",116689361,116691360,"-"
"67623","Tm7sf3","chr6",146583115,146585114,"-"
"67628","Anp32b","chr4",46461989,46463988,"+"
"67629","Spc24","chr9",21561839,21563838,"-"
"67630","Samd8","chr14",22567753,22569752,"+"
"67634","Ftmt","chr18",52489190,52491189,"+"
"67636","Lyrm5","chr6",145157654,145159653,"+"
"67637","4930470P17Rik","chr2",170427518,170429517,"-"
"67638","4930483J18Rik","chr15",81019283,81021282,"+"
"67640","4930465K10Rik","chr18",77950923,77952922,"+"
"67642","4930515G01Rik","chr5",115224993,115226992,"-"
"67645","Armc12","chr17",28665806,28667805,"+"
"67646","4930522H14Rik","chr4",109203810,109205809,"-"
"67647","4930523C07Rik","chr1",161972511,161974510,"+"
"67652","Spaca1","chr4",34128016,34130015,"-"
"67653","4930544G11Rik","chr6",65900565,65902564,"+"
"67654","4930558C23Rik","chr3",95206764,95208763,"-"
"67655","Ctdp1","chr18",80666407,80668406,"-"
"67656","4930548H24Rik","chr5",31786232,31788231,"+"
"67657","Rabl3","chr16",37537980,37539979,"+"
"67661","Ift172","chr5",31556970,31558969,"-"
"67663","4930549C01Rik","chr4",136164352,136166351,"+"
"67664","Rnf125","chr18",21101126,21103125,"+"
"67665","Dctn4","chr18",60683875,60685874,"+"
"67666","Hapln3","chr7",86275905,86277904,"-"
"67667","Alkbh8","chr9",3333231,3335230,"+"
"67669","l7Rn6","chr7",97089696,97091695,"-"
"67671","Rpl38","chr11",114527857,114529856,"+"
"67672","0610040B10Rik","chr5",144088987,144090986,"+"
"67673","Tceb2","chr17",23966077,23968076,"-"
"67674","Trmt112","chr19",6982188,6984187,"+"
"67675","Cuta","chr17",27076394,27078393,"-"
"67676","Rpp21","chr17",36394792,36396791,"-"
"67678","Lsm3","chr6",91464029,91466028,"+"
"67680","Sdhb","chr4",140515186,140517185,"+"
"67681","Mrpl18","chr17",13108958,13110957,"-"
"67683","Pbdc1","chrX",102273114,102275113,"+"
"67684","Luc7l3","chr11",94183226,94185225,"-"
"67685","Dyx1c1","chr9",72804592,72806591,"+"
"67687","1700011L22Rik","chr8",81772483,81774482,"-"
"67689","Aldh3b1","chr19",3929717,3931716,"-"
"67690","Prss37","chr6",40469508,40471507,"-"
"676914","Gm9696","chr3",59754231,59756230,"+"
"67692","1700020N01Rik","chr10",21310951,21312950,"+"
"67693","Hypk","chr2",121280824,121282823,"+"
"67694","Ift74","chr4",94279211,94281210,"+"
"67695","Ost4","chr5",31210096,31212095,"-"
"67698","Fam174a","chr1",97208205,97210204,"+"
"67701","Wfdc2","chr2",164386216,164388215,"+"
"67702","Rnf149","chr1",39608848,39610847,"-"
"67703","Kirrel3","chr9",34291711,34293710,"+"
"67704","1810037I17Rik","chr3",122625315,122627314,"+"
"677044","Gm10653","chr9",62709832,62711831,"-"
"67705","1810058I24Rik","chr6",35200699,35202698,"+"
"67706","Tmem179b","chr19",8848958,8850957,"-"
"67707","Mrpl24","chr3",87721428,87723427,"+"
"67708","Pcnxl4","chr12",73635344,73637343,"+"
"67709","Reg4","chr3",98024079,98026078,"+"
"67710","Polr2g","chr19",8873048,8875047,"-"
"67711","Nsmce1","chr7",132635057,132637056,"-"
"67712","Slc25a37","chr14",69903161,69905160,"-"
"67713","Dnajc19","chr3",33980249,33982248,"-"
"67715","2010106E10Rik","chrX",109606883,109608882,"+"
"677156","Cyp4f37","chr17",32756264,32758263,"+"
"67717","Lipf","chr19",34033738,34035737,"+"
"67718","Lce1h","chr3",92568988,92570987,"-"
"67719","2310057J18Rik","chr10",28706113,28708112,"-"
"67722","Actl11","chr9",107828800,107830799,"+"
"67723","Cep83os","chr10",94151359,94153358,"-"
"67724","Pop1","chr15",34423066,34425065,"+"
"67725","Nudt13","chr14",21111912,21113911,"+"
"67726","Fam114a2","chr11",57332147,57334146,"-"
"67727","Stx17","chr4",48135791,48137790,"+"
"67728","Dph2","chr4",117564609,117566608,"-"
"677289","Prr33","chr7",149692677,149694676,"-"
"67729","Mansc1","chr6",134582507,134584506,"-"
"677296","Fcrl6","chr1",174532683,174534682,"-"
"67731","Fbxo32","chr15",58046434,58048433,"-"
"67732","Iah1","chr12",21320253,21322252,"+"
"67733","Itgb3bp","chr4",99495810,99497809,"-"
"67735","4930528A17Rik","chr4",21775596,21777595,"-"
"67736","Ccdc130","chr8",86785806,86787805,"-"
"67737","Ttc39d","chr17",80613254,80615253,"+"
"67738","Ppid","chr3",79393311,79395310,"+"
"67739","Slc48a1","chr15",97612796,97614795,"+"
"67741","4930579F01Rik","chr3",137849678,137851677,"-"
"67742","Samsn1","chr16",75909512,75911511,"-"
"67745","4930583K01Rik","chr7",125385421,125387420,"+"
"67747","Ribc2","chr15",84960529,84962528,"+"
"67749","Mgarp","chr3",51200470,51202469,"-"
"67750","4930578I06Rik","chr14",64606618,64608617,"-"
"67752","Ppp1r32","chr19",10557388,10559387,"-"
"67753","Eqtn","chr4",94595502,94597501,"-"
"67755","Ddx47","chr6",134959630,134961629,"+"
"67758","Aadac","chr3",59833710,59835709,"+"
"67759","Plgrkt","chr19",29436362,29438361,"-"
"67760","Slc38a2","chr15",96530130,96532129,"-"
"67763","Prpsap1","chr11",116351661,116353660,"-"
"67765","5830432E09Rik","chr7",142843967,142845966,"-"
"67767","Jagn1","chr6",113390589,113392588,"+"
"67768","N6amt1","chr16",87352430,87354429,"+"
"67769","Gpatch2","chr1",189037390,189039389,"+"
"67770","Caap1","chr4",94223488,94225487,"-"
"67771","Arpc5","chr1",154611672,154613671,"+"
"67772","Chd8","chr14",52857248,52859247,"-"
"67773","Kat8","chr7",135054031,135056030,"+"
"67774","Loh12cr1","chr6",134587530,134589529,"+"
"67775","Rtp4","chr16",23608005,23610004,"+"
"67776","Vwa5a","chr9",38523853,38525852,"+"
"67778","Zfp639","chr3",32407472,32409471,"+"
"67781","Ilf2","chr3",90278123,90280122,"+"
"67784","Plxnd1","chr6",115945024,115947023,"-"
"67785","Zmym4","chr4",126600479,126602478,"-"
"67788","Sfr1","chr19",47804246,47806245,"+"
"67789","Dalrd3","chr9",108470223,108472222,"+"
"67790","Rab39b","chrX",72823544,72825543,"-"
"67791","6530411M01Rik","chr17",9360888,9362887,"-"
"67792","Rgs8","chr1",155498167,155500166,"+"
"67795","Rnls","chr19",33466786,33468785,"-"
"67797","Snrnp48","chr13",38294808,38296807,"+"
"67800","Dgat2","chr7",106331224,106333223,"-"
"67801","Pllp","chr8",97220143,97222142,"-"
"67803","Limd2","chr11",106021457,106023456,"-"
"67804","Snx2","chr18",53334019,53336018,"+"
"67808","Tprgl","chr4",153534371,153536370,"-"
"67809","Rmdn3","chr2",118982771,118984770,"-"
"67811","Poldip2","chr11",78323798,78325797,"+"
